slug,car_autohome_model_id,id,source_id,name,alias,url,parent,checker_runtime_id,keywords,classified,classified_url,slug_global,logo_img,mum,first_letter,has_detailmodel,starting_price,classified_slug,thumbnail,pinyin,status,attribute,units,popular,on_sale,score,normalized_name,brand_area
weilang,3751,2507.0,,威朗,,,buick,,",weilang,威朗,weilang",紧凑型车,,,e4a1bc7848600b53862c61b226a01fbf.jpg,上汽通用别克,W,1,16.3,compact_car,e4a1bc7848600b53862c61b226a01fbf.jpg?imageView2/1/w/160/h/80/,weilang,Y,合资,0,B,1,0,威朗,
bikGL6,4487,2885.0,,别克GL6,,,buick,,",biekeGL6,别克GL6,biekeGL6",MPV,,,f3ac4ccd97641b6f7482b5fe877ff98f.png,上汽通用别克,B,1,,mpv,f3ac4ccd97641b6f7482b5fe877ff98f.png?imageView2/1/w/160/h/80/,biekeGL6,Y,合资,0,B,1,0,别克GL6,
bikyulng,4552,2888.0,,阅朗,,,buick,,",yuelang,阅朗,yuelang",紧凑型车,,,2bcc0f4d8dcfad756f3d247257c8839e.png,上汽通用别克,Y,1,,compact_car,2bcc0f4d8dcfad756f3d247257c8839e.png?imageView2/1/w/160/h/80/,yuelang,Y,合资,0,B,1,0,阅朗,
bentley-oulu,305,228.0,6.0,欧陆,,http://www.ganji.com/bentley-oulu/,bentley,8074.0,",oulu,欧陆,oulu",跑车,,,f5466d72ae84062ddd2de02bcd98ddbc80a0b07a.jpg,宾利,O,1,406.8,sc,f5466d72ae84062ddd2de02bcd98ddbc80a0b07a.jpg?imageView2/1/w/160/h/80/,oulu,Y,进口,0,B,1,0,欧陆,
yazhir,306,230.0,6.0,雅致,,http://www.ganji.com/yazhir/,bentley,8076.0,",yazhi,雅致,yazhi",大型车,,,u_20100103100920462264.jpg,宾利,Y,1,688.0,luxury_car,u_20100103100920462264.jpg?imageView2/1/w/160/h/80/,yazhi,Y,进口,0,B,1,0,雅致,
mushang,901,233.0,6.0,慕尚,,http://www.ganji.com/mushang/,bentley,8079.0,",mushang,慕尚,mushang",大型车,,,4d5c9f91a61901a5e3396d6a8c11cb56872c833f.jpg,宾利,M,1,593.4,luxury_car,4d5c9f91a61901a5e3396d6a8c11cb56872c833f.jpg?imageView2/1/w/160/h/80/,mushang,Y,进口,0,B,1,0,慕尚,
bentley-feichi,3014,2049.0,0.0,飞驰,,,bentley,,",feichi,飞驰,feichi",大型车,,,0fe008d39131194fb75020f42da36a4f8f283f62.jpg,宾利,F,1,389.1,luxury_car,0fe008d39131194fb75020f42da36a4f8f283f62.jpg?imageView2/1/w/160/h/80/,feichi,Y,进口,0,B,1,0,飞驰,
porsche-911,162,268.0,6.0,保时捷911,,http://www.ganji.com/porsche-911/,porsche,8114.0,",baoshijie911,保时捷911,baoshijie911",跑车,http://www.taoche.com/buycar/cc/9/,,73d9d27787d924b73e2fc3a6a194c760f73c26ed.jpg,保时捷,B,1,186.1,sc,73d9d27787d924b73e2fc3a6a194c760f73c26ed.jpg?imageView2/1/w/160/h/80/,baoshijie911,Y,进口,0,B,1,0,保时捷911,
porsche-boxster,168,269.0,6.0,Boxster,,http://www.ganji.com/porsche-boxster/,porsche,8115.0,",Boxster,Boxster,Boxster",跑车,http://www.taoche.com/buycar/cc/9/,,cdb2f13d253798d1a82895d0a737274409fa8fcf.jpg,保时捷,B,1,84.7,sc,cdb2f13d253798d1a82895d0a737274409fa8fcf.jpg?imageView2/1/w/160/h/80/,Boxster,Y,进口,0,B,1,0,Boxster,
porsche-cayenne,172,270.0,6.0,Cayenne,,http://www.ganji.com/porsche-cayenne/,porsche,8116.0,",Cayenne,Cayenne,Cayenne",中大型SUV,,,d76603bc4060531eba17a8296c0adaf90ef40173.jpg,保时捷,C,1,151.3,large_suv,d76603bc4060531eba17a8296c0adaf90ef40173.jpg?imageView2/1/w/160/h/80/,Cayenne,Y,进口,0,B,1,0,Cayenne,
porsche-cayman,415,271.0,6.0,Cayman,,http://www.ganji.com/porsche-cayman/,porsche,8117.0,",Cayman,Cayman,Cayman",跑车,http://www.taoche.com/buycar/cc/9/,,8308e0013325fb25732c96151d6a143575eca07a.jpg,保时捷,C,1,92.9,sc,8308e0013325fb25732c96151d6a143575eca07a.jpg?imageView2/1/w/160/h/80/,Cayman,Y,进口,0,B,1,0,Cayman,
panamera,703,273.0,6.0,Panamera,,http://www.ganji.com/panamera/,porsche,8119.0,",Panamera,Panamera,Panamera",大型车,http://www.taoche.com/buycar/cc/9/,,f16805d1bd2c779804963eab40650b0bec1e22ea.jpg,保时捷,P,1,194.0,luxury_car,f16805d1bd2c779804963eab40650b0bec1e22ea.jpg?imageView2/1/w/160/h/80/,Panamera,Y,进口,0,B,1,0,Panamera,
bseries_1589,2073,1592.0,5013.0,918 Spyder,,http://product.cheshi.com/bseries_1589/,porsche,,",918 Spyder,918 Spyder,918 Spyder",跑车,,,b7f8955cb04f8b828e18330735ef31f8.jpg,保时捷,9,1,1380.4,sc,b7f8955cb04f8b828e18330735ef31f8.jpg?imageView2/1/w/160/h/80/,918 Spyder,Y,进口,0,B,1,0,918 Spyder,
bseries_1518,2838,1629.0,5013.0,Macan,,http://product.cheshi.com/bseries_1518/,porsche,,",Macan,Macan,Macan",中型SUV,,,baoshijieMacan.jpg,保时捷,M,1,74.5,mid_suv,baoshijieMacan.jpg?imageView2/1/w/160/h/80/,Macan,Y,进口,0,B,1,0,Macan,
boshje718,4175,2788.0,,保时捷718,,,porsche,,",baoshijie718,保时捷718,baoshijie718",跑车,,,672b484e3966b7cf821d379805ae5808.png,保时捷,B,1,,sc,672b484e3966b7cf821d379805ae5808.png?imageView2/1/w/160/h/80/,baoshijie718,Y,进口,0,B,1,0,保时捷718,
car_autohome_model_4322,4322,3278.0,,Panamera新能源,,,porsche,,",Panameraxinnengyuan,Panamera新能源,Panameraxinnengyuan",大型车,,,2914e0f214cd19378180cd4edf3a8c49.png,保时捷,P,1,,,2914e0f214cd19378180cd4edf3a8c49.png?imageView2/1/w/160/h/80/,Panameraxinnengyuan,Y,国产,0,B,1,0,Panamera新能源,
car_autohome_model_4324,4324,3279.0,,Cayenne新能源,,,porsche,,",Cayennexinnengyuan,Cayenne新能源,Cayennexinnengyuan",中大型SUV,,,0846d2239825cee2bc5854cdeb163d75.png,保时捷,C,1,,,0846d2239825cee2bc5854cdeb163d75.png?imageView2/1/w/160/h/80/,Cayennexinnengyuan,Y,国产,0,B,1,0,Cayenne新能源,
kailing,574,443.0,6.0,凯领,,http://www.ganji.com/kailing/,daoqi,8289.0,",kailing,凯领,kailing",MPV,http://www.taoche.com/buycar/cc/5/,,35f4fd4e27dcd6be00378687f20f60be.jpg,东南汽车,K,1,28.9,mpv,35f4fd4e27dcd6be00378687f20f60be.jpg?imageView2/1/w/160/h/80/,kailing,Y,合资,0,B,1,0,凯领,
kubo,575,442.0,6.0,酷搏,,http://www.ganji.com/kubo/,daoqi,8288.0,",kubo,酷搏,kubo",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,daoqikubo.jpg,道奇(进口),K,1,21.7,mid_suv,daoqikubo.jpg?imageView2/1/w/160/h/80/,kubo,Y,进口,0,B,1,0,酷搏,
fengzhe,576,439.0,6.0,锋哲,,http://www.ganji.com/fengzhe/,daoqi,8285.0,",fengzhe,锋哲,fengzhe",中型车,http://www.taoche.com/buycar/cc/6/,,fengzhe.jpg,道奇(进口),F,1,24.1,mid_car,fengzhe.jpg?imageView2/1/w/160/h/80/,fengzhe,Y,进口,0,B,1,0,锋哲,
kuwei,602,446.0,6.0,酷威,,http://www.ganji.com/kuwei/,daoqi,8292.0,",kuwei,酷威,kuwei",中型SUV,http://www.taoche.com/buycar/cc/8/,,f25b898dd7e56065eb864b7db1540a8e22ebbed2.jpg,道奇(进口),K,1,30.7,mid_suv,f25b898dd7e56065eb864b7db1540a8e22ebbed2.jpg?imageView2/1/w/160/h/80/,kuwei,Y,进口,0,B,1,0,酷威,
daoqi-ramjinkou,2198,2138.0,0.0,道奇Ram,公羊,,daoqi,,",daoqiRam,道奇Ram,daoqiRam",皮卡,,,1599215.jpg,道奇(进口),D,1,68.3,pickup,1599215.jpg?imageView2/1/w/160/h/80/,daoqiRam,Y,进口,0,B,1,0,道奇Ram,
fll575M,308,2936.0,,法拉利575M,,,ferrari,,",falali575M,法拉利575M,falali575M",跑车,,,cb19ec82197dd1417aa53e18a5689f8a.png,法拉利,F,1,,sc,cb19ec82197dd1417aa53e18a5689f8a.png?imageView2/1/w/160/h/80/,falali575M,Y,进口,0,B,1,0,法拉利575M,
ferrari-f430,359,510.0,6.0,法拉利F430,,http://www.ganji.com/ferrari-f430/,ferrari,8356.0,",falaliF430,法拉利F430,falaliF430",跑车,http://www.taoche.com/buycar/cc/9/,,3506578_7975.jpg,法拉利,F,1,425.3,sc,3506578_7975.jpg?imageView2/1/w/160/h/80/,falaliF430,Y,进口,0,B,1,0,法拉利F430,
fll360,361,2935.0,,法拉利360,,,ferrari,,",falali360,法拉利360,falali360",跑车,,,d0e19891581f83d1f93680427ef241a8.png,法拉利,F,1,,sc,d0e19891581f83d1f93680427ef241a8.png?imageView2/1/w/160/h/80/,falali360,Y,进口,0,B,1,0,法拉利360,
ferrari612-scaglietti,367,509.0,6.0,法拉利612,,http://www.ganji.com/ferrari612-scaglietti/,ferrari,8355.0,",falali612,法拉利612,falali612",跑车,http://www.taoche.com/buycar/cc/9/,,65ed0eefae4410bda6cbf1395a2b9357dfc9b72e.jpg,法拉利,F,1,443.3,sc,65ed0eefae4410bda6cbf1395a2b9357dfc9b72e.jpg?imageView2/1/w/160/h/80/,falali612,Y,进口,0,B,1,0,法拉利612,
falali-599,459,511.0,6.0,法拉利599,,http://www.ganji.com/falali-599/,ferrari,8357.0,",falali599,法拉利599,falali599",跑车,http://www.taoche.com/buycar/cc/9/,,6df1deba5f688bdaf152618e82f2604800ceef64.jpg,法拉利,F,1,492.8,sc,6df1deba5f688bdaf152618e82f2604800ceef64.jpg?imageView2/1/w/160/h/80/,falali599,Y,进口,0,B,1,0,法拉利599,
california,676,512.0,6.0,California T,,http://www.ganji.com/california/,ferrari,8358.0,",California T,California T,California T",跑车,http://www.taoche.com/buycar/cc/9/,,cb9cec7420540422c4b4e1a39bc75a76d82b35ac.jpg,法拉利,C,1,342.4,sc,cb9cec7420540422c4b4e1a39bc75a76d82b35ac.jpg?imageView2/1/w/160/h/80/,California T,Y,进口,0,B,1,0,California T,
458italia,889,513.0,6.0,法拉利458,,http://www.ganji.com/458italia/,ferrari,8359.0,",falali458,法拉利458,falali458",跑车,http://www.taoche.com/buycar/cc/9/,,a52ce64bc96d615832ceb858f4a0e7772d247a25.jpg,法拉利,F,1,445.5,sc,a52ce64bc96d615832ceb858f4a0e7772d247a25.jpg?imageView2/1/w/160/h/80/,falali458,Y,进口,0,B,1,0,法拉利458,
falali-ff,2261,514.0,6.0,法拉利FF,,http://www.ganji.com/falali-ff/,ferrari,8360.0,",falaliFF,法拉利FF,falaliFF",跑车,,,bb1856efc20df0cdff846c4eba41e629af992a08.jpg,法拉利,F,1,530.8,sc,bb1856efc20df0cdff846c4eba41e629af992a08.jpg?imageView2/1/w/160/h/80/,falaliFF,Y,进口,0,B,1,0,法拉利FF,
fllLaFerrari,3016,2956.0,,LaFerrari,,,ferrari,,",LaFerrari,LaFerrari,LaFerrari",跑车,,,9f4185277041e95b8c4272225884b63a.png,法拉利,L,1,,sc,9f4185277041e95b8c4272225884b63a.png?imageView2/1/w/160/h/80/,LaFerrari,Y,进口,0,B,1,0,LaFerrari,
hanma-h2,38,634.0,6.0,悍马H2,,http://www.ganji.com/hanma-h2/,hanma,8480.0,",hanmaH2,悍马H2,hanmaH2",大型SUV,http://www.taoche.com/buycar/cc/8/,,50c4fb0ed85164b33ef77ca3a8b61ffcc9048e42.jpg,悍马,H,1,196.0,full_suv,50c4fb0ed85164b33ef77ca3a8b61ffcc9048e42.jpg?imageView2/1/w/160/h/80/,hanmaH2,Y,进口,0,B,1,0,悍马H2,
hanma-h3,379,635.0,6.0,悍马H3,,http://www.ganji.com/hanma-h3/,hanma,8481.0,",hanmaH3,悍马H3,hanmaH3",中大型SUV,http://www.taoche.com/buycar/cc/8/,,9bb51d352d50abe2a10dc5942802ebc9b8374716.jpg,悍马,H,1,79.8,large_suv,9bb51d352d50abe2a10dc5942802ebc9b8374716.jpg?imageView2/1/w/160/h/80/,hanmaH3,Y,进口,0,B,1,0,悍马H3,
jiebao-xj,178,697.0,6.0,捷豹XJ,,http://www.ganji.com/jiebao-xj/,jiebao,,",jiebaoXJ,捷豹XJ,jiebaoXJ",大型车,http://www.taoche.com/buycar/cc/1/,,d655105b1d455d1966358abd1edf1ab72aa5e61f.jpg,捷豹,J,1,136.5,luxury_car,d655105b1d455d1966358abd1edf1ab72aa5e61f.jpg?imageView2/1/w/160/h/80/,jiebaoXJ,Y,进口,0,B,1,0,捷豹XJ,
jiebao-s-type,258,695.0,6.0,捷豹S-Type,,http://www.ganji.com/jiebao-s-type/,jiebao,,",jiebaoS-Type,捷豹S-Type,jiebaoS-Type",中大型车,http://www.taoche.com/buycar/cc/3/,,50d45e80b6bb651945f46eb5c513ff5a.jpg,捷豹,J,1,77.4,large_car,50d45e80b6bb651945f46eb5c513ff5a.jpg?imageView2/1/w/160/h/80/,jiebaoS-Type,Y,进口,0,B,1,0,捷豹S-Type,
jiebaoxtype,328,1515.0,2224.0,捷豹X-Type,,http://www.che168.com/china/jiebao/jiebaoxtype/,jiebao,,",jiebaoX-Type,捷豹X-Type,jiebaoX-Type",中型车,,,2005-Jaguar-X-Type-Sport-Side-Studio-1280x960.jpg,捷豹,J,1,53.0,mid_car,2005-Jaguar-X-Type-Sport-Side-Studio-1280x960.jpg?imageView2/1/w/160/h/80/,jiebaoX-Type,Y,进口,0,B,1,0,捷豹X-Type,
jiebao-xk,456,698.0,6.0,捷豹XK,,http://www.ganji.com/jiebao-xk/,jiebao,,",jiebaoXK,捷豹XK,jiebaoXK",跑车,http://www.taoche.com/buycar/cc/9/,,8991d27f525489a100f2db9f38136c26c77d3c90.jpg,捷豹,J,1,209.0,sc,8991d27f525489a100f2db9f38136c26c77d3c90.jpg?imageView2/1/w/160/h/80/,jiebaoXK,Y,进口,0,B,1,0,捷豹XK,
jiebao-xf,589,696.0,6.0,捷豹XF,,http://www.ganji.com/jiebao-xf/,jiebao,,",jiebaoXF,捷豹XF,jiebaoXF",中大型车,http://www.taoche.com/buycar/cc/3/,,837fbf5cf61435754f7d0a65dd444463c1bdb624.jpg,捷豹,J,1,80.2,large_car,837fbf5cf61435754f7d0a65dd444463c1bdb624.jpg?imageView2/1/w/160/h/80/,jiebaoXF,Y,进口,0,B,1,0,捷豹XF,
bseries_1878,2903,1723.0,5013.0,捷豹F-TYPE,,http://product.cheshi.com/bseries_1878/,jiebao,,",jiebaoF-TYPE,捷豹F-TYPE,jiebaoF-TYPE",跑车,,,8b083f91563299b3af27364c9b038d746964a08f.jpg,捷豹,J,1,126.6,sc,8b083f91563299b3af27364c9b038d746964a08f.jpg?imageView2/1/w/160/h/80/,jiebaoF-TYPE,Y,进口,0,B,1,0,捷豹F-TYPE,
jiebaoF-PACE,3209,2647.0,,捷豹F-PACE,,,jiebao,,",jiebaoF-PACE,捷豹F-PACE,jiebaoF-PACE",中型SUV,,,4c6ce0fdcc8ea8f75ad4f7ed3fcc90fa.png,捷豹,J,1,,mid_suv,4c6ce0fdcc8ea8f75ad4f7ed3fcc90fa.png?imageView2/1/w/160/h/80/,jiebaoF-PACE,Y,进口,0,B,1,0,捷豹F-PACE,
jiebaoXE,3312,2521.0,,捷豹XE,,,jiebao,,",jiebaoXE,捷豹XE,jiebaoXE",中型车,,,4cf6dcbd32a08a93333f9ac2af60ae8e.jpg,捷豹,J,1,47.5,mid_car,4cf6dcbd32a08a93333f9ac2af60ae8e.jpg?imageView2/1/w/160/h/80/,jiebaoXE,Y,进口,0,B,1,0,捷豹XE,
jiebaoXFL,4083,2712.0,,捷豹XFL,,,jiebao,,",jiebaoXFL,捷豹XFL,jiebaoXFL",中大型车,,,276d7817635efaf30d6d2333af560804.png,奇瑞捷豹路虎,J,1,,large_car,276d7817635efaf30d6d2333af560804.png?imageView2/1/w/160/h/80/,jiebaoXFL,Y,合资,0,B,1,0,捷豹XFL,
bseries_1740,620,1615.0,5013.0,smart fortwo,精灵纯洁,http://product.cheshi.com/bseries_1740/,smart,,",smart fortwo,smart fortwo,smart fortwo",微型车,,,ee1c2e236e7e7ede8618a5b34328878f6b89a138.jpg,smart,s,1,16.7,mini_car,ee1c2e236e7e7ede8618a5b34328878f6b89a138.jpg?imageView2/1/w/160/h/80/,smart fortwo,Y,进口,0,B,1,0,smart fortwo,
SmartForfour,1004,2658.0,,smart forfour,,,smart,,",smart forfour,smart forfour,smart forfour",微型车,,,b4d27d4dd92b5ff9239d6106eef2cdc6.png,smart,s,1,,mini_car,b4d27d4dd92b5ff9239d6106eef2cdc6.png?imageView2/1/w/160/h/80/,smart forfour,Y,进口,0,B,1,0,smart forfour,
car_autohome_model_2958,2958,3281.0,,smart forjeremy,,,smart,,",smart forjeremy,smart forjeremy,smart forjeremy",微型车,,,be05e363bd9d650d78fde40aa760fc7e.png,smart,s,1,,,be05e363bd9d650d78fde40aa760fc7e.png?imageView2/1/w/160/h/80/,smart forjeremy,Y,国产,0,B,1,0,smart forjeremy,
car_autohome_model_4326,4326,3282.0,,smart fortwo新能源,,,smart,,",smart fortwoxinnengyuan,smart fortwo新能源,smart fortwoxinnengyuan",微型车,,,61e5b210124c15ff231b9e5d561b6f42.png,smart,s,1,,,61e5b210124c15ff231b9e5d561b6f42.png?imageView2/1/w/160/h/80/,smart fortwoxinnengyuan,Y,国产,0,B,1,0,smart fortwo新能源,
daqienuoji,23,746.0,6.0,大切诺基,,http://www.ganji.com/daqienuoji/,jeep,8592.0,",daqienuoji,大切诺基,daqienuoji",中大型SUV,http://www.taoche.com/buycar/cc/8/,,76cf34b06f7537137a959af6a864d98c.jpg,北京吉普,D,1,64.2,large_suv,76cf34b06f7537137a959af6a864d98c.jpg?imageView2/1/w/160/h/80/,daqienuoji,Y,合资,0,B,1,0,大切诺基,
mumaren,121,741.0,6.0,牧马人,,http://www.ganji.com/mumaren/,jeep,8587.0,",mumaren,牧马人,mumaren",中型SUV,http://www.taoche.com/buycar/cc/8/,,e8d28ce0d603a7d409b2f3a14975dd3f3a30d672.jpg,Jeep(进口),M,1,49.0,mid_suv,e8d28ce0d603a7d409b2f3a14975dd3f3a30d672.jpg?imageView2/1/w/160/h/80/,mumaren,Y,进口,0,B,1,0,牧马人,
ziyouren,263,744.0,6.0,自由人,,http://www.ganji.com/ziyouren/,jeep,8590.0,",ziyouren,自由人,ziyouren",中型SUV,http://www.taoche.com/buycar/cc/8/,,ziyouren.jpg,Jeep(进口),Z,1,53.9,mid_suv,ziyouren.jpg?imageView2/1/w/160/h/80/,ziyouren,Y,进口,0,B,1,0,自由人,
car_autohome_model_291,291,3283.0,,北京JEEP,,,jeep,,",beijingJEEP,北京JEEP,beijingJEEP",紧凑型SUV,,,3fd3fff09461c43c5c6e9ccd82cf8fac.png,北京吉普,B,1,,,3fd3fff09461c43c5c6e9ccd82cf8fac.png?imageView2/1/w/160/h/80/,beijingJEEP,Y,国产,0,B,1,0,北京JEEP,
car_autohome_model_503,503,3284.0,,指挥官经典,,,jeep,,",zhihuiguanjingdian,指挥官经典,zhihuiguanjingdian",中大型SUV,,,feb73bae33c26130a0471f605bf83f1f.png,Jeep(进口),Z,1,,,feb73bae33c26130a0471f605bf83f1f.png?imageView2/1/w/160/h/80/,zhihuiguanjingdian,Y,国产,0,B,1,0,指挥官经典,
zhinanzhe,504,743.0,6.0,指南者(进口),,http://www.ganji.com/zhinanzhe/,jeep,8589.0,",zhinanzhe(jinkou),指南者(进口),zhinanzhe(jinkou)",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,2b91da5487cacdd6a469d7cb81af90f74b29f0f6.jpg,Jeep(进口),Z,1,25.2,compact_suv,2b91da5487cacdd6a469d7cb81af90f74b29f0f6.jpg?imageView2/1/w/160/h/80/,zhinanzhe(jinkou),Y,进口,0,B,1,0,指南者(进口),
daqienuoji-jinkou,521,1301.0,1.0,大切诺基(进口),,www.baixing.com/ershouqiche/m12678/,jeep,,",daqienuoji(jinkou),大切诺基(进口),daqienuoji(jinkou)",中大型SUV,http://www.taoche.com/buycar/cc/8/,,421b19a85bc4471195b0f6dce2ca520b0313cd77.jpg,Jeep(进口),D,1,71.0,large_suv,421b19a85bc4471195b0f6dce2ca520b0313cd77.jpg?imageView2/1/w/160/h/80/,daqienuoji(jinkou),Y,进口,0,B,1,0,大切诺基(进口),
ziyouke,777,1304.0,1.0,自由客,,www.baixing.com/ershouqiche/m12631/,jeep,,",ziyouke,自由客,ziyouke",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,5cc5ae1115b7a5f12be153827966823caa60d1a4.jpg,Jeep(进口),Z,1,25.1,compact_suv,5cc5ae1115b7a5f12be153827966823caa60d1a4.jpg?imageView2/1/w/160/h/80/,ziyouke,Y,进口,0,B,1,0,自由客,
jpqinuj,3048,2928.0,,大切诺基 SRT,,,jeep,,",daqienuoji SRT,大切诺基 SRT,daqienuoji SRT",中大型SUV,,,17d47e50e3898ede63435ae7b221a184.png,SRT,D,1,,mid_suv,17d47e50e3898ede63435ae7b221a184.png?imageView2/1/w/160/h/80/,daqienuoji SRT,Y,国产,0,B,1,0,大切诺基 SRT,
jeep-ziyouguang,3062,2266.0,0.0,自由光(进口),,,jeep,,",ziyouguang(jinkou),自由光(进口),ziyouguang(jinkou)",中型SUV,,,jipuziyouguang.jpg,Jeep(进口),Z,1,42.6,mid_suv,jipuziyouguang.jpg?imageView2/1/w/160/h/80/,ziyouguang(jinkou),Y,进口,0,B,1,0,自由光(进口),
jipuziyouguang,3872,2590.0,,自由光,,,jeep,,",ziyouguang,自由光,ziyouguang",中型SUV,,,308023caadb3abd8e742a1fa7c4488bb.png,广汽菲克Jeep,Z,1,,mid_suv,308023caadb3abd8e742a1fa7c4488bb.png?imageView2/1/w/160/h/80/,ziyouguang,Y,合资,0,B,1,0,自由光,
jipuziyouxia,4072,2668.0,,自由侠,,,jeep,,",ziyouxia,自由侠,ziyouxia",小型SUV,,,12c9a2197d4f140511392f8aa09861d3.png,广汽菲克Jeep,Z,1,,small_suv,12c9a2197d4f140511392f8aa09861d3.png?imageView2/1/w/160/h/80/,ziyouxia,Y,合资,0,B,1,0,自由侠,
jpdzhhigun,4673,3021.0,,大指挥官,,,jeep,,",dazhihuiguan,大指挥官,dazhihuiguan",中型SUV,,,30793a642ba138744f9b44ffedd87418.png,广汽菲克Jeep,D,1,,mid_suv,30793a642ba138744f9b44ffedd87418.png?imageView2/1/w/160/h/80/,dazhihuiguan,Y,合资,0,B,1,0,大指挥官,
cadillac-srx,49,753.0,6.0,凯迪拉克SRX,,http://www.ganji.com/cadillac-srx/,cadillac,8599.0,",kaidilakeSRX,凯迪拉克SRX,kaidilakeSRX",中型SUV,http://www.taoche.com/buycar/cc/8/,,d2f9540a0184c2945c075643b50e13d0bf8936b8.jpg,凯迪拉克(进口),K,1,58.5,mid_suv,d2f9540a0184c2945c075643b50e13d0bf8936b8.jpg?imageView2/1/w/160/h/80/,kaidilakeSRX,Y,进口,0,B,1,0,凯迪拉克SRX,
kaidilakectsjinkou,311,1518.0,2224.0,凯迪拉克CTS(进口),,http://www.che168.com/china/kaidilake/kaidilakectsjinkou/,cadillac,,",kaidilakeCTS(jinkou),凯迪拉克CTS(进口),kaidilakeCTS(jinkou)",中大型车,,,3d505a0df1d5b39c0e5644744d6f0597a8944c1c.jpg,凯迪拉克(进口),K,1,54.4,mid_car,3d505a0df1d5b39c0e5644744d6f0597a8944c1c.jpg?imageView2/1/w/160/h/80/,kaidilakeCTS(jinkou),Y,进口,0,B,1,0,凯迪拉克CTS(进口),
cadillac-xlr,426,754.0,6.0,凯迪拉克XLR,,http://www.ganji.com/cadillac-xlr/,cadillac,8600.0,",kaidilakeXLR,凯迪拉克XLR,kaidilakeXLR",跑车,,,cadillac-xlr.jpg,凯迪拉克(进口),K,1,152.0,sc,cadillac-xlr.jpg?imageView2/1/w/160/h/80/,kaidilakeXLR,Y,进口,0,B,1,0,凯迪拉克XLR,
escalade,462,752.0,6.0,凯雷德ESCALADE,,http://www.ganji.com/escalade/,cadillac,8598.0,",kaileideESCALADE,凯雷德ESCALADE,kaileideESCALADE",大型SUV,http://www.taoche.com/buycar/cc/8/,,dfffe316e7f281c3b3604961c24f63a18d9ed3ad.jpg,凯迪拉克(进口),K,1,148.5,full_suv,dfffe316e7f281c3b3604961c24f63a18d9ed3ad.jpg?imageView2/1/w/160/h/80/,kaileideESCALADE,Y,进口,0,B,1,0,凯雷德ESCALADE,
cadillac-sls-saiwei,488,757.0,6.0,SLS赛威,,http://www.ganji.com/cadillac-sls-saiwei/,cadillac,8603.0,",SLSsaiwei,SLS赛威,SLSsaiwei",中大型车,http://www.taoche.com/buycar/cc/3/,,u_20100108084651173264.jpg,上汽通用凯迪拉克,S,1,55.0,large_car,u_20100108084651173264.jpg?imageView2/1/w/180/h/90/,SLSsaiwei,Y,合资,0,B,1,0,SLS赛威,
cadillac-cts,970,747.0,6.0,凯迪拉克CTS,,http://www.ganji.com/cadillac-cts/,cadillac,8593.0,",kaidilakeCTS,凯迪拉克CTS,kaidilakeCTS",中大型车,http://www.taoche.com/buycar/cc/6/,,3d505a0df1d5b39c0e5644744d6f0597a8944c1c.jpg,上汽通用凯迪拉克,K,1,53.7,large_car,3d505a0df1d5b39c0e5644744d6f0597a8944c1c.jpg?imageView2/1/w/160/h/80/,kaidilakeCTS,Y,合资,0,B,1,0,凯迪拉克CTS,
bseries_1762,2629,1667.0,5013.0,凯迪拉克ATS(进口),,http://product.cheshi.com/bseries_1762/,cadillac,,",kaidilakeATS(jinkou),凯迪拉克ATS(进口),kaidilakeATS(jinkou)",中型车,,,1d1c73cfea856ec1d0a97c00997f7845.jpg,凯迪拉克(进口),K,1,36.1,mid_car,1d1c73cfea856ec1d0a97c00997f7845.jpg?imageView2/1/w/160/h/80/,kaidilakeATS(jinkou),Y,进口,0,B,1,0,凯迪拉克ATS(进口),
xts,2949,760.0,6.0,凯迪拉克XTS,,http://www.ganji.com/xts/,cadillac,8606.0,",kaidilakeXTS,凯迪拉克XTS,kaidilakeXTS",中大型车,,,ea6864938a42639070c6124ad059f03b8a0541e8.jpg,上汽通用凯迪拉克,K,1,42.2,large_car,ea6864938a42639070c6124ad059f03b8a0541e8.jpg?imageView2/1/w/180/h/90/,kaidilakeXTS,Y,合资,0,B,1,0,凯迪拉克XTS,
kaidilakeATS-L,3207,2465.0,,凯迪拉克ATS-L,,,cadillac,,",kaidilakeATS-L,凯迪拉克ATS-L,kaidilakeATS-L",中型车,,,189c2ffec49cf804195293e7d2dd5827.jpg,上汽通用凯迪拉克,K,1,36.9,mid_car,189c2ffec49cf804195293e7d2dd5827.jpg?imageView2/1/w/180/h/90/,kaidilakeATS-L,Y,合资,0,B,1,0,凯迪拉克ATS-L,
kaidilakeCT6,3802,2620.0,,凯迪拉克CT6,,,cadillac,,",kaidilakeCT6,凯迪拉克CT6,kaidilakeCT6",中大型车,,,e7250537fc20aac7972250696906e0d0.png,上汽通用凯迪拉克,K,1,,luxury_car,e7250537fc20aac7972250696906e0d0.png?imageView2/1/w/160/h/80/,kaidilakeCT6,Y,合资,0,B,1,0,凯迪拉克CT6,
