slug,car_autohome_model_id,id,source_id,name,alias,url,parent,checker_runtime_id,keywords,classified,classified_url,slug_global,logo_img,mum,first_letter,has_detailmodel,starting_price,classified_slug,thumbnail,pinyin,status,attribute,units,popular,on_sale,score,normalized_name,brand_area
bseries_1833,2334,1638.0,5013.0,众泰T600,,http://product.cheshi.com/bseries_1833/,zhongtai,,",zhongtaiT600,众泰T600,zhongtaiT600",中型SUV,,,3cb12f330b0fb798984570f39ae5435c645b81c1.jpg,众泰汽车,Z,1,10.6,mid_suv,3cb12f330b0fb798984570f39ae5435c645b81c1.jpg?imageView2/1/w/160/h/80/,zhongtaiT600,Y,国产,0,B,1,0,众泰T600,
zhongtai-t200,2336,2318.0,0.0,众泰T200,,,zhongtai,,",zhongtaiT200,众泰T200,zhongtaiT200",小型SUV,,,f831e950c30193c1232ff52d5779ab40.jpg,众泰汽车,Z,1,5.5,compact_suv,f831e950c30193c1232ff52d5779ab40.jpg?imageView2/1/w/160/h/80/,zhongtaiT200,Y,国产,0,B,1,0,众泰T200,
z300,2337,1404.0,6.0,众泰Z300,,http://www.taoche.com/buycar/serial/zhongtaiz300/,zhongtai,9078.0,",zhongtaiZ300,众泰Z300,zhongtaiZ300",紧凑型车,http://www.taoche.com/buycar/cc/7/,,0a4b2f5f5ffaf4109799f2f4f8043c7711a95f66.jpg,众泰汽车,Z,1,7.2,compact_car,0a4b2f5f5ffaf4109799f2f4f8043c7711a95f66.jpg?imageView2/1/w/160/h/80/,zhongtaiZ300,Y,国产,0,B,1,0,众泰Z300,
zhongtai-z100,3002,2319.0,0.0,众泰Z100,,,zhongtai,,",zhongtaiZ100,众泰Z100,zhongtaiZ100",微型车,,,a06ab1f6ac9a18db84e68ec0a4e570411465c215.jpg,众泰汽车,Z,1,3.2,mini_car,a06ab1f6ac9a18db84e68ec0a4e570411465c215.jpg?imageView2/1/w/160/h/80/,zhongtaiZ100,Y,国产,0,B,1,0,众泰Z100,
zhongtaiZ500,3425,2406.0,,众泰Z500,,,zhongtai,,",zhongtaiZ500,众泰Z500,zhongtaiZ500",中型车,,,80452407d944a8f07a4acf97e3469c11.jpg,众泰汽车,Z,1,8.9,mid_car,80452407d944a8f07a4acf97e3469c11.jpg?imageView2/1/w/160/h/80/,zhongtaiZ500,Y,国产,0,B,1,0,众泰Z500,
zhongtaiE200,3529,2663.0,,众泰E200,,,zhongtai,,",zhongtaiE200,众泰E200,zhongtaiE200",微型车,,,5a789aa61fbb95a8672ed61c9f422a89.png,众泰汽车,Z,1,,mini_car,5a789aa61fbb95a8672ed61c9f422a89.png?imageView2/1/w/160/h/80/,zhongtaiE200,Y,国产,0,B,1,0,众泰E200,
zhongtaiyun100,3575,2618.0,,云100,,,zhongtai,,",yun100,云100,yun100",微型车,,,78844f15cb28d6fc1bbb9685210b1baf.png,众泰汽车,Y,1,,mini_car,78844f15cb28d6fc1bbb9685210b1baf.png?imageView2/1/w/160/h/80/,yun100,Y,国产,0,B,1,0,云100,
zhongtaiZ700,3627,2599.0,,众泰Z700,,,zhongtai,,",zhongtaiZ700,众泰Z700,zhongtaiZ700",中大型车,,,fcc942e5ac7a588fe1e20d0d77cd13ef.png,众泰汽车,Z,1,,large_car,fcc942e5ac7a588fe1e20d0d77cd13ef.png?imageView2/1/w/160/h/80/,zhongtaiZ700,Y,国产,0,B,1,0,众泰Z700,
zhngtizhm,3779,2827.0,,芝麻,,,zhongtai,,",zhima,芝麻,zhima",微型车,,,7df15db356a7d78ebe7cd267f947e0bb.png,众泰汽车,Z,1,,mini_car,7df15db356a7d78ebe7cd267f947e0bb.png?imageView2/1/w/160/h/80/,zhima,Y,国产,0,B,1,0,芝麻,
zhongtaidamaiX5,3793,2559.0,,大迈X5,,,zhongtai,,",damaiX5,大迈X5,damaiX5",紧凑型SUV,,,a8cc96c1e4f586c36819bf76e8d4102a.png,众泰汽车,D,1,,compact_suv,a8cc96c1e4f586c36819bf76e8d4102a.png?imageView2/1/w/160/h/80/,damaiX5,Y,国产,0,B,1,0,大迈X5,
zhngtiT700,3852,2841.0,,众泰T700,,,zhongtai,,",zhongtaiT700,众泰T700,zhongtaiT700",中大型SUV,,,1c5ea3ca1fbc703c46a4a8c7910caa38.png,众泰汽车,Z,1,,mid_car,1c5ea3ca1fbc703c46a4a8c7910caa38.png?imageView2/1/w/160/h/80/,zhongtaiT700,Y,国产,0,B,1,0,众泰T700,
zhongtaiSR7,3899,2619.0,,众泰SR7,,,zhongtai,,",zhongtaiSR7,众泰SR7,zhongtaiSR7",紧凑型SUV,,,99eb6eaef2a5e5f0f4b3d0a241b922a0.png,众泰汽车,Z,1,,compact_suv,99eb6eaef2a5e5f0f4b3d0a241b922a0.png?imageView2/1/w/160/h/80/,zhongtaiSR7,Y,国产,0,B,1,0,众泰SR7,
car_autohome_model_4038,4038,3357.0,,江南T11,,,zhongtai,,",jiangnanT11,江南T11,jiangnanT11",微型车,,,958465aba1e47dce0531c69212f6cda9.png,众泰汽车,J,1,,,958465aba1e47dce0531c69212f6cda9.png?imageView2/1/w/160/h/80/,jiangnanT11,Y,国产,0,B,1,0,江南T11,
car_autohome_model_4327,4327,3358.0,,众泰Z500新能源,,,zhongtai,,",zhongtaiZ500EV,众泰Z500EV,zhongtaiZ500EV",中型车,,,4026b94f49e04136777fac684e431f4e.png,众泰汽车,Z,1,,,4026b94f49e04136777fac684e431f4e.png?imageView2/1/w/160/h/80/,zhongtaiZ500EV,Y,国产,0,B,1,0,众泰Z500EV,
benteng-b70,466,1209.0,6.0,奔腾B70,,http://www.ganji.com/benteng-b70/,benteng,9055.0,",bentengB70,奔腾B70,bentengB70",中型车,http://www.taoche.com/buycar/cc/6/,,ff95658904ad8a15d4a6b6eb6a9bf3f901ffeb95.jpg,一汽奔腾,B,1,15.1,mid_car,ff95658904ad8a15d4a6b6eb6a9bf3f901ffeb95.jpg?imageView2/1/w/160/h/80/,bentengB70,Y,国产,0,B,1,0,奔腾B70,
benteng-b50,632,1208.0,6.0,奔腾B50,,http://www.ganji.com/benteng-b50/,benteng,9054.0,",bentengB50,奔腾B50,bentengB50",紧凑型车,http://www.taoche.com/buycar/cc/7/,,fcacfc692d4a1f32dcc3378d35ea79a69b27e4e9.jpg,一汽奔腾,B,1,10.5,compact_car,fcacfc692d4a1f32dcc3378d35ea79a69b27e4e9.jpg?imageView2/1/w/160/h/80/,bentengB50,Y,国产,0,B,1,0,奔腾B50,
benteng-b90,2310,1351.0,6.0,奔腾B90,,http://www.ganji.com/benteng-b90/,benteng,9055.0,",bentengB90,奔腾B90,bentengB90",中型车,http://www.taoche.com/buycar/cc/6/,,30ca7caf9b5bb3f1e56894e487369e81b4dc924a.jpg,一汽奔腾,B,1,17.0,mid_car,30ca7caf9b5bb3f1e56894e487369e81b4dc924a.jpg?imageView2/1/w/160/h/80/,bentengB90,Y,国产,0,B,1,0,奔腾B90,
bengteng-x80,3000,2374.0,0.0,奔腾X80,,,benteng,,",bentengX80,奔腾X80,bentengX80",紧凑型SUV,,,bengtengx80.jpg,一汽奔腾,B,1,14.4,compact_suv,bengtengx80.jpg?imageView2/1/w/160/h/80/,bentengX80,Y,国产,0,B,1,0,奔腾X80,
bentengB30,3695,2584.0,,奔腾B30,,,benteng,,",bentengB30,奔腾B30,bentengB30",紧凑型车,,,428ecaad1570bc34a45708ccb432a244.png,一汽奔腾,B,1,,compact_car,428ecaad1570bc34a45708ccb432a244.png?imageView2/1/w/160/h/80/,bentengB30,Y,国产,0,B,1,0,奔腾B30,
bntngX40,4069,2807.0,,奔腾X40,,,benteng,,",bentengX40,奔腾X40,bentengX40",小型SUV,,,93124b279610fe6cf596f1b39319c7c7.png,一汽奔腾,B,1,,small_suv,93124b279610fe6cf596f1b39319c7c7.png?imageView2/1/w/160/h/80/,bentengX40,Y,国产,0,B,1,0,奔腾X40,
midi,661,565.0,6.0,迷迪,,http://www.ganji.com/midi/,car_autohome_brand_96,8411.0,",midi,迷迪,midi",小型车,http://www.taoche.com/buycar/cc/5/,,2726890d88676e0837514308dccda1df19cf37c9.jpg,福田汽车,M,1,6.9,mpv,2726890d88676e0837514308dccda1df19cf37c9.jpg?imageView2/1/w/160/h/80/,midi,Y,国产,0,B,1,0,迷迪,
car_autohome_model_2535,2535,3359.0,,福田风景,,,car_autohome_brand_96,,",futianfengjing,福田风景,futianfengjing",轻客,,,3155737fcdbfdc16dac5633771682b69.png,福田汽车,F,1,,,3155737fcdbfdc16dac5633771682b69.png?imageView2/1/w/160/h/80/,futianfengjing,Y,国产,0,B,1,0,福田风景,
mengpaike-mp-x,2542,556.0,6.0,蒙派克E,,http://www.ganji.com/mengpaike-mp-x/,car_autohome_brand_96,8402.0,",mengpaikeE,蒙派克E,mengpaikeE",轻客,http://www.taoche.com/buycar/cc/5/,,cc3491707c60e01e6f361699265d13cdf5b27a49.jpg,福田汽车,M,1,11.8,mpv,cc3491707c60e01e6f361699265d13cdf5b27a49.jpg?imageView2/1/w/160/h/80/,mengpaikeE,Y,国产,0,B,1,0,蒙派克E,
sapu,2579,1506.0,2224.0,萨普,,http://www.che168.com/china/futian/sapu/,car_autohome_brand_96,,",sapu,萨普,sapu",皮卡,,,futiansapu.jpg,福田汽车,S,1,8.5,pickup,futiansapu.jpg?imageView2/1/w/160/h/80/,sapu,Y,国产,0,B,1,0,萨普,
mengpaike,3089,1505.0,2224.0,蒙派克S,,http://www.che168.com/china/futian/mengpaike/,car_autohome_brand_96,,",mengpaikeS,蒙派克S,mengpaikeS",轻客,,,cc3491707c60e01e6f361699265d13cdf5b27a49.jpg,福田汽车,M,1,12.9,qk,cc3491707c60e01e6f361699265d13cdf5b27a49.jpg?imageView2/1/w/160/h/80/,mengpaikeS,Y,国产,0,B,1,0,蒙派克S,
ftinfngjngG7,3440,2953.0,,风景G7,,,car_autohome_brand_96,,",fengjingG7,风景G7,fengjingG7",轻客,,,86e9c1d82a8a2ab0156eb1f5c4e05783.png,福田汽车,F,1,,qk,86e9c1d82a8a2ab0156eb1f5c4e05783.png?imageView2/1/w/160/h/80/,fengjingG7,Y,国产,0,B,1,0,风景G7,
car_autohome_model_3676,3676,3360.0,,风景V3,,,car_autohome_brand_96,,",fengjingV3,风景V3,fengjingV3",微面,,,8ef9556be5341842af2542ab2a8cd2e6.png,福田汽车,F,1,,,8ef9556be5341842af2542ab2a8cd2e6.png?imageView2/1/w/160/h/80/,fengjingV3,Y,国产,0,B,1,0,风景V3,
ftantyno,3735,2823.0,,图雅诺,,,car_autohome_brand_96,,",tuyanuo,图雅诺,tuyanuo",轻客,,,090c4f8264b224357e34997ef4ff6ea8.png,福田汽车,T,1,,qk,090c4f8264b224357e34997ef4ff6ea8.png?imageView2/1/w/160/h/80/,tuyanuo,Y,国产,0,B,1,0,图雅诺,
car_autohome_model_3821,3821,3361.0,,风景V5,,,car_autohome_brand_96,,",fengjingV5,风景V5,fengjingV5",微面,,,db0714fbd3ee87f3c8a8e9d2ed5d1c6c.png,福田汽车,F,1,,,db0714fbd3ee87f3c8a8e9d2ed5d1c6c.png?imageView2/1/w/160/h/80/,fengjingV5,Y,国产,0,B,1,0,风景V5,
futianfengjingG9,4035,2656.0,,风景G9,,,car_autohome_brand_96,,",fengjingG9,风景G9,fengjingG9",轻客,,,0b9a60690f4a07342fc012a3762bcc21.png,福田汽车,F,1,,qk,0b9a60690f4a07342fc012a3762bcc21.png?imageView2/1/w/160/h/80/,fengjingG9,Y,国产,0,B,1,0,风景G9,
car_autohome_model_4165,4165,3362.0,,祥菱V,,,car_autohome_brand_96,,",xianglingV,祥菱V,xianglingV",微卡,,,f44cc771fe990e66d3036a60e53b7153.png,福田汽车,X,1,,,f44cc771fe990e66d3036a60e53b7153.png?imageView2/1/w/160/h/80/,xianglingV,Y,国产,0,B,1,0,祥菱V,
car_autohome_model_4893,4893,3364.0,,祥菱M,,,car_autohome_brand_96,,",xianglingM,祥菱M,xianglingM",微卡,,,6f007f5edb5f649cfa1283ea1f815ff8.png,福田汽车,X,1,,,6f007f5edb5f649cfa1283ea1f815ff8.png?imageView2/1/w/160/h/80/,xianglingM,Y,国产,0,B,1,0,祥菱M,
qishengf1,673,1512.0,2224.0,旗胜F1,,http://www.che168.com/china/huanghai/qishengf1/,huanghai,,",qishengF1,旗胜F1,qishengF1",紧凑型SUV,,,huanghaiqishengF1.jpg,曙光汽车,Q,1,11.1,compact_suv,huanghaiqishengF1.jpg?imageView2/1/w/160/h/80/,qishengF1,Y,国产,0,B,1,0,旗胜F1,
qishengv3,2160,1049.0,6.0,旗胜V3,,http://www.ganji.com/qishengv3/,huanghai,8895.0,",qishengV3,旗胜V3,qishengV3",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,4cfcf67614b070226ef375284542319cb8ffdb47.jpg,曙光汽车,Q,1,11.0,large_suv,4cfcf67614b070226ef375284542319cb8ffdb47.jpg?imageView2/1/w/160/h/80/,qishengV3,Y,国产,0,B,1,0,旗胜V3,
tiaozhanzhe,2211,1045.0,6.0,挑战者SUV,,http://www.ganji.com/tiaozhanzhe/,huanghai,8891.0,",tiaozhanzheSUV,挑战者SUV,tiaozhanzheSUV",中型SUV,http://www.taoche.com/buycar/cc/8/,,2f6c517176c0050e5b4a262372d2328937868a32.jpg,曙光汽车,T,1,7.8,large_suv,2f6c517176c0050e5b4a262372d2328937868a32.jpg?imageView2/1/w/160/h/80/,tiaozhanzheSUV,Y,国产,0,B,1,0,挑战者SUV,
aolong-suv,2212,1039.0,6.0,翱龙CUV,,http://www.ganji.com/aolong-suv/,huanghai,8885.0,",aolongCUV,翱龙CUV,aolongCUV",紧凑型SUV,http://www.taoche.com/buycar/cc/0/,,0426501356_6.jpg,曙光汽车,A,1,10.5,compact_suv,0426501356_6.jpg?imageView2/1/w/160/h/80/,aolongCUV,Y,国产,0,B,1,0,翱龙CUV,
huanghaiN1,3455,2593.0,,黄海N1,,,huanghai,,",huanghaiN1,黄海N1,huanghaiN1",皮卡,,,ea049fc67c143bf573f513c82c840af8.png,曙光汽车,H,1,,pickup,ea049fc67c143bf573f513c82c840af8.png?imageView2/1/w/160/h/80/,huanghaiN1,Y,国产,0,B,1,0,黄海N1,
car_autohome_model_3846,3846,3365.0,,黄海N2,,,huanghai,,",huanghaiN2,黄海N2,huanghaiN2",皮卡,,,39f3fff039ca4586249a8cb9de75ac78.png,曙光汽车,H,1,,,39f3fff039ca4586249a8cb9de75ac78.png?imageView2/1/w/160/h/80/,huanghaiN2,Y,国产,0,B,1,0,黄海N2,
hunghiN,4436,2959.0,,黄海N3,,,huanghai,,",huanghaiN3,黄海N3,huanghaiN3",皮卡,,,9c7e26d0a3f3e5e347003051a0ef79fb.png,曙光汽车,H,1,,pickup,9c7e26d0a3f3e5e347003051a0ef79fb.png?imageView2/1/w/160/h/80/,huanghaiN3,Y,国产,0,B,1,0,黄海N3,
car_autohome_model_714,714,3366.0,,伊比飒,,,xiyate,,",yibisa,伊比飒,yibisa",小型车,,,12b7d6c03c97124f9992f120b8359e9d.png,西雅特,Y,1,,,12b7d6c03c97124f9992f120b8359e9d.png?imageView2/1/w/160/h/80/,yibisa,Y,国产,0,B,1,0,伊比飒,
xiyate-leon,718,1188.0,6.0,LEON,,http://www.ganji.com/xiyate-leon/,xiyate,9034.0,",LEON,LEON,LEON",紧凑型车,http://www.taoche.com/buycar/cc/7/,,e414fd1108ba0da3c58a9e842eea2833710947a8.jpg,西雅特,L,1,26.6,compact_car,e414fd1108ba0da3c58a9e842eea2833710947a8.jpg?imageView2/1/w/160/h/80/,LEON,Y,进口,0,B,1,0,LEON,
xiyate-ouyuebo,2105,2312.0,0.0,欧悦搏,,,xiyate,,",ouyuebo,欧悦搏,ouyuebo",MPV,,,c62cba5d3388080d45b897a3d6cd6435.jpg,西雅特,O,1,33.1,mpv,c62cba5d3388080d45b897a3d6cd6435.jpg?imageView2/1/w/160/h/80/,ouyuebo,Y,进口,0,B,1,0,欧悦搏,
car_autohome_model_725,725,3367.0,,威兹曼GT,,,car_autohome_brand_99,,",weizimanGT,威兹曼GT,weizimanGT",跑车,,,1e4f8e81982a785b223e5d2cb4356a14.png,威兹曼,W,1,,,1e4f8e81982a785b223e5d2cb4356a14.png?imageView2/1/w/160/h/80/,weizimanGT,Y,国产,0,B,1,0,威兹曼GT,
car_autohome_model_959,959,3368.0,,威兹曼Roadster,,,car_autohome_brand_99,,",weizimanRoadster,威兹曼Roadster,weizimanRoadster",跑车,,,085472f0bca7cb2d94d4dbb5a559d150.png,威兹曼,W,1,,,085472f0bca7cb2d94d4dbb5a559d150.png?imageView2/1/w/160/h/80/,weizimanRoadster,Y,国产,0,B,1,0,威兹曼Roadster,
knsigCCX,731,2929.0,,科尼赛克CCX,,,kenisaige,,",kenisaikeCCX,科尼赛克CCX,kenisaikeCCX",跑车,,,e5ea9f9b36386d3c15b3ce9af22c937f.png,科尼赛克,K,1,,sc,e5ea9f9b36386d3c15b3ce9af22c937f.png?imageView2/1/w/160/h/80/,kenisaikeCCX,Y,进口,0,B,1,0,科尼赛克CCX,
bseries_1179,732,1735.0,5013.0,科尼赛克CCXR,,http://product.cheshi.com/bseries_1179/,kenisaige,,",kenisaikeCCXR,科尼赛克CCXR,kenisaikeCCXR",跑车,,,kenisaigeCCXR.jpg,科尼赛克,K,1,3300.0,sc,kenisaigeCCXR.jpg?imageView2/1/w/160/h/80/,kenisaikeCCXR,Y,进口,0,B,1,0,科尼赛克CCXR,
bseries_1507,2068,1734.0,5013.0,Agera,,http://product.cheshi.com/bseries_1507/,kenisaige,,",Agera,Agera,Agera",跑车,,,bseries_1507.jpg,科尼赛克,A,1,2520.0,sc,bseries_1507.jpg?imageView2/1/w/160/h/80/,Agera,Y,进口,0,B,1,0,Agera,
youyi,517,773.0,6.0,优翼,,http://www.ganji.com/youyi/,kairui,8619.0,",youyi,优翼,youyi",MPV,http://www.taoche.com/buycar/cc/5/,,youyi.jpg,开瑞汽车,Y,1,6.0,mpv,youyi.jpg?imageView2/1/w/160/h/80/,youyi,Y,国产,0,B,1,0,优翼,
youyou,2476,776.0,6.0,优优,,http://www.ganji.com/youyou/,kairui,8622.0,",youyou,优优,youyou",微面,http://www.taoche.com/buycar/cc/11/,,8cdac8ccb1f66f000b279464645995cf192258ea.jpg,开瑞汽车,Y,1,4.4,mb,8cdac8ccb1f66f000b279464645995cf192258ea.jpg?imageView2/1/w/160/h/80/,youyou,Y,国产,0,B,1,0,优优,
youya,2484,772.0,6.0,优雅,,http://www.ganji.com/youya/,kairui,8618.0,",youya,优雅,youya",微面,http://www.taoche.com/buycar/cc/11/,,f55c868f48900df4017146d0888253f8fe34f377.jpg,开瑞汽车,Y,1,4.9,mb,f55c868f48900df4017146d0888253f8fe34f377.jpg?imageView2/1/w/160/h/80/,youya,Y,国产,0,B,1,0,优雅,
youpai,2489,774.0,6.0,优派,,http://www.ganji.com/youpai/,kairui,8620.0,",youpai,优派,youpai",微面,http://www.taoche.com/buycar/cc/11/,,7ee66c21c72d41c0076b5d4ccfea80f17b865cb3.jpg,开瑞汽车,Y,1,3.9,mb,7ee66c21c72d41c0076b5d4ccfea80f17b865cb3.jpg?imageView2/1/w/160/h/80/,youpai,Y,国产,0,B,1,0,优派,
yousheng,2492,777.0,6.0,优胜,,http://www.ganji.com/yousheng/,kairui,8623.0,",yousheng,优胜,yousheng",微面,http://www.taoche.com/buycar/cc/11/,,3f2a575678518c89c0e79f38dad0c23da7a24bdd.jpg,开瑞汽车,Y,1,4.0,mb,3f2a575678518c89c0e79f38dad0c23da7a24bdd.jpg?imageView2/1/w/160/h/80/,yousheng,Y,国产,0,B,1,0,优胜,
car_autohome_model_2493,2493,3369.0,,优胜2代,,,kairui,,",yousheng2dai,优胜2代,yousheng2dai",微面,,,c2f1a5da157c8eae57171a657882608e.png,开瑞汽车,Y,1,,,c2f1a5da157c8eae57171a657882608e.png?imageView2/1/w/160/h/80/,yousheng2dai,Y,国产,0,B,1,0,优胜2代,
kairuiyoujing,2496,2667.0,,优劲,,,kairui,,",youjing,优劲,youjing",微卡,,,3d00bed7bcc4317ae97921db3a487828.png,开瑞汽车,Y,1,,utruck,3d00bed7bcc4317ae97921db3a487828.png?imageView2/1/w/160/h/80/,youjing,Y,国产,0,B,1,0,优劲,
car_autohome_model_3156,3156,3371.0,,优雅2代,,,kairui,,",youya2dai,优雅2代,youya2dai",微面,,,98fb7e45796e36c3802eb9db76b48095.png,开瑞汽车,Y,1,,,98fb7e45796e36c3802eb9db76b48095.png?imageView2/1/w/160/h/80/,youya2dai,Y,国产,0,B,1,0,优雅2代,
kairuiK50,3384,2565.0,,开瑞K50,,,kairui,,",kairuiK50,开瑞K50,kairuiK50",MPV,,,e26980a228bff5cef21da8734aac92f0.png,开瑞汽车,K,1,,mpv,e26980a228bff5cef21da8734aac92f0.png?imageView2/1/w/160/h/80/,kairuiK50,Y,国产,0,B,1,0,开瑞K50,
kairuijiehu,3854,2548.0,,杰虎,,,kairui,,",jiehu,杰虎,jiehu",皮卡,,,7db769eddd919945bf32e43f22d07a8a.jpg,开瑞汽车,J,1,6.9,pickup,7db769eddd919945bf32e43f22d07a8a.jpg?imageView2/1/w/160/h/80/,jiehu,Y,国产,0,B,1,0,杰虎,
kairuiK60,4039,2741.0,,开瑞K60,,,kairui,,",kairuiK60,开瑞K60,kairuiK60",紧凑型SUV,,,3ec944f1d052603735680abd1182cba3.png,开瑞汽车,K,1,,compact_suv,3ec944f1d052603735680abd1182cba3.png?imageView2/1/w/160/h/80/,kairuiK60,Y,国产,0,B,1,0,开瑞K60,
weilin-x5,613,1124.0,6.0,威麟X5,,http://www.ganji.com/weilin-x5/,weilin,8970.0,",weilinX5,威麟X5,weilinX5",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,1c195ec3f66d96f8be2ce8ebbf3635e3.jpg,奇瑞汽车,W,1,13.1,compact_suv,1c195ec3f66d96f8be2ce8ebbf3635e3.jpg?imageView2/1/w/160/h/80/,weilinX5,Y,国产,0,B,1,0,威麟X5,
weilin-v5,909,1122.0,6.0,威麟V5,,http://www.ganji.com/weilin-v5/,weilin,8968.0,",weilinV5,威麟V5,weilinV5",MPV,http://www.taoche.com/buycar/cc/5/,,4219debb54d79eb95c0fcf2dbbc208da.jpg,奇瑞汽车,W,1,11.4,mpv,4219debb54d79eb95c0fcf2dbbc208da.jpg?imageView2/1/w/160/h/80/,weilinV5,Y,国产,0,B,1,0,威麟V5,
weilin-h3,2538,1125.0,6.0,威麟H3,,http://www.ganji.com/weilin-h3/,weilin,8971.0,",weilinH3,威麟H3,weilinH3",轻客,,,0ad0ce34c0ee79af9dd1e921d399bfa5.jpg,奇瑞万达客车,W,1,16.0,qk,0ad0ce34c0ee79af9dd1e921d399bfa5.jpg?imageView2/1/w/160/h/80/,weilinH3,Y,国产,0,B,1,0,威麟H3,
weilin-h5,2539,1123.0,6.0,威麟H5,,http://www.ganji.com/weilin-h5/,weilin,8969.0,",weilinH5,威麟H5,weilinH5",轻客,http://www.taoche.com/buycar/cc/5/,,6eb9f1b83bcd13175e71f2ca88d0f2b61f6f6200.jpg,奇瑞万达客车,W,1,19.7,mpv,6eb9f1b83bcd13175e71f2ca88d0f2b61f6f6200.jpg?imageView2/1/w/160/h/80/,weilinH5,Y,国产,0,B,1,0,威麟H5,
ruilin-g6,791,1015.0,6.0,瑞麒G6,,http://www.ganji.com/ruilin-g6/,ruilin,8861.0,",ruiqiG6,瑞麒G6,ruiqiG6",中型车,http://www.taoche.com/buycar/cc/6/,,88fef5b832fceb652024df6a60118af9.jpg,奇瑞汽车,R,1,24.5,mid_car,88fef5b832fceb652024df6a60118af9.jpg?imageView2/1/w/160/h/80/,ruiqiG6,Y,国产,0,B,1,0,瑞麒G6,
ruilin-g5,797,1017.0,6.0,瑞麒G5,,http://www.ganji.com/ruilin-g5/,ruilin,8863.0,",ruiqiG5,瑞麒G5,ruiqiG5",中型车,http://www.taoche.com/buycar/cc/6/,,7d5084aed058bd7cecda1b14045de27125b5c532.jpg,奇瑞汽车,R,1,13.7,mid_car,7d5084aed058bd7cecda1b14045de27125b5c532.jpg?imageView2/1/w/160/h/80/,ruiqiG5,Y,国产,0,B,1,0,瑞麒G5,
ruilin-m1,804,949.0,6.0,瑞麒M1,,http://www.ganji.com/ruilin-m1/,ruilin,8795.0,",ruiqiM1,瑞麒M1,ruiqiM1",微型车,http://www.taoche.com/buycar/cc/2/,,74bf784a0bd5f7d12fa4ad35fa9d2678.jpg,奇瑞汽车,R,1,5.6,mini_car,74bf784a0bd5f7d12fa4ad35fa9d2678.jpg?imageView2/1/w/160/h/80/,ruiqiM1,Y,国产,0,B,1,0,瑞麒M1,
ruilin-m5,853,1018.0,6.0,瑞麒M5,,http://www.ganji.com/ruilin-m5/,ruilin,8864.0,",ruiqiM5,瑞麒M5,ruiqiM5",小型车,,,34847758dfe5b477d0933da1cde1bc128e889b21.jpg,奇瑞汽车,R,1,5.6,small_car,34847758dfe5b477d0933da1cde1bc128e889b21.jpg?imageView2/1/w/160/h/80/,ruiqiM5,Y,国产,0,B,1,0,瑞麒M5,
ruilin-g3,2109,1019.0,6.0,瑞麒G3,,http://www.ganji.com/ruilin-g3/,ruilin,8865.0,",ruiqiG3,瑞麒G3,ruiqiG3",紧凑型车,http://www.taoche.com/buycar/cc/7/,,39ffaa01a480a109800a471d0449c1da8e8aba39.jpg,奇瑞汽车,R,1,8.3,compact_car,39ffaa01a480a109800a471d0449c1da8e8aba39.jpg?imageView2/1/w/160/h/80/,ruiqiG3,Y,国产,0,B,1,0,瑞麒G3,
shuaijian,864,682.0,6.0,帅舰,,http://www.ganji.com/shuaijian/,jiao,8528.0,",shuaijian,帅舰,shuaijian",中型SUV,http://www.taoche.com/buycar/cc/8/,,7db41866aed4ebc8486862e1a830e4b634689cb8.jpg,广汽吉奥,S,1,7.6,mid_suv,7db41866aed4ebc8486862e1a830e4b634689cb8.jpg?imageView2/1/w/160/h/80/,shuaijian,Y,国产,0,B,1,0,帅舰,
jiao-kairui,865,687.0,6.0,凯睿,,http://www.ganji.com/jiao-kairui/,jiao,8533.0,",kairui,凯睿,kairui",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,1527531865a6e0a149b25ff1ad18f66c.jpg,广汽吉奥,K,1,9.6,compact_suv,1527531865a6e0a149b25ff1ad18f66c.jpg?imageView2/1/w/160/h/80/,kairui,Y,国产,0,B,1,0,凯睿,
jiao-shuaichi,967,2272.0,0.0,帅驰,,,jiao,,",shuaichi,帅驰,shuaichi",中型SUV,,,5c9c635278c27e59f272b66f209359db.jpg,广汽吉奥,S,1,6.8,mid_suv,5c9c635278c27e59f272b66f209359db.jpg?imageView2/1/w/160/h/80/,shuaichi,Y,国产,0,B,1,0,帅驰,
shuaiwei,968,684.0,6.0,帅威,,http://www.ganji.com/shuaiwei/,jiao,8530.0,",shuaiwei,帅威,shuaiwei",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,auto1472.jpg,广汽吉奥,S,1,7.3,compact_suv,auto1472.jpg?imageView2/1/w/160/h/80/,shuaiwei,Y,国产,0,B,1,0,帅威,
jiaokaixuan,969,1517.0,2224.0,吉奥凯旋,,http://www.che168.com/china/jiao/jiaokaixuan/,jiao,,",jiaokaixuan,吉奥凯旋,jiaokaixuan",紧凑型SUV,,,jiaokaixuan.jpg,广汽吉奥,J,1,7.8,compact_suv,jiaokaixuan.jpg?imageView2/1/w/160/h/80/,jiaokaixuan,Y,国产,0,B,1,0,吉奥凯旋,
